time_ms,soma_mv,path100_mv,path200_mv,path300_mv,path400_mv,contact_mv
4.195,-56.2669358723,-75.1005457478,-82.7642629905,-83.5203305896,-83.5557680399,-83.5573900051
4.2,-56.192479375,-75.0784592893,-82.762866358,-83.5230178913,-83.5586066747,-83.5602317433
4.205,-56.1173058811,-75.0562957167,-82.7614577958,-83.5257016873,-83.5614427487,-83.5630709382
4.21,-56.0413966546,-75.0340534063,-82.7600373154,-83.528381977,-83.5642762639,-83.5659075919
4.215,-55.9647323307,-75.0117306937,-82.758604928,-83.53105876,-83.5671072225,-83.5687417067
4.22,-55.8872928881,-74.9893258732,-82.7571606441,-83.5337320358,-83.5699356265,-83.5715732847
4.225,-55.8090576206,-74.9668371955,-82.7557044741,-83.536401804,-83.5727614778,-83.5744023283
4.23,-55.7300051061,-74.944262867,-82.7542364277,-83.539068064,-83.5755847785,-83.5772288397
4.235,-55.6501131753,-74.9216010478,-82.752756514,-83.5417308156,-83.5784055308,-83.580052821
4.24,-55.5693588772,-74.8988498504,-82.751264742,-83.5443900582,-83.5812237364,-83.5828742744
4.245,-55.4877184441,-74.8760073378,-82.7497611197,-83.5470457915,-83.5840393976,-83.5856932023
4.25,-55.4051672537,-74.853071522,-82.7482456551,-83.5496980151,-83.5868525163,-83.5885096067
4.255,-55.3216797897,-74.8300403623,-82.7467183553,-83.5523467286,-83.5896630946,-83.5913234899
4.26,-55.2372295995,-74.8069117627,-82.7451792271,-83.5549919317,-83.5924711344,-83.5941348542
4.265,-55.1517892503,-74.7836835711,-82.7436282767,-83.557633624,-83.5952766377,-83.5969437016
4.27,-55.0653302821,-74.7603535761,-82.7420655097,-83.5602718053,-83.5980796066,-83.5997500344
4.275,-54.9778231579,-74.7369195057,-82.7404909312,-83.5629064751,-83.600880043,-83.6025538549
4.28,-54.8892372118,-74.7133790246,-82.7389045459,-83.5655376333,-83.603677949,-83.6053551651
4.285,-54.7995405931,-74.6897297318,-82.7373063576,-83.5681652795,-83.6064733265,-83.6081539673
4.29,-54.7087002074,-74.6659691586,-82.7356963699,-83.5707894134,-83.6092661775,-83.6109502636
4.295,-54.6166816544,-74.6420947656,-82.7340745854,-83.5734100349,-83.612056504,-83.6137440563
4.3,-54.5234491614,-74.6181039402,-82.7324410065,-83.5760271436,-83.6148443081,-83.6165353476
4.305,-54.4289655135,-74.5939939935,-82.7307956348,-83.5786407394,-83.6176295915,-83.6193241395
4.31,-54.3331919784,-74.5697621577,-82.7291384712,-83.581250822,-83.6204123565,-83.6221104343
4.315,-54.2360882276,-74.5454055829,-82.7274695161,-83.5838573913,-83.6231926048,-83.6248942342
4.32,-54.1376122515,-74.5209213335,-82.7257887692,-83.586460447,-83.6259703385,-83.6276755413
4.325,-54.0377202703,-74.4963063854,-82.7240962297,-83.5890599891,-83.6287455596,-83.6304543578
4.33,-53.9363666379,-74.4715576217,-82.7223918958,-83.5916560173,-83.6315182699,-83.6332306859
4.335,-53.8335037406,-74.4466718295,-82.7206757654,-83.5942485315,-83.6342884715,-83.6360045276
4.34,-53.7290818881,-74.4216456954,-82.7189478354,-83.5968375315,-83.6370561663,-83.6387758853
4.345,-53.6230491979,-74.3964758018,-82.7172081023,-83.5994230174,-83.6398213563,-83.6415447609
4.35,-53.5153514722,-74.3711586223,-82.7154565615,-83.6020049889,-83.6425840433,-83.6443111568
4.355,-53.4059320652,-74.3456905168,-82.713693208,-83.604583446,-83.6453442294,-83.647075075
4.36,-53.2947317424,-74.3200677271,-82.711918036,-83.6071583886,-83.6481019165,-83.6498365177
4.365,-53.1816885297,-74.2942863715,-82.7101310387,-83.6097298167,-83.6508571064,-83.652595487
4.37,-53.0667375517,-74.2683424393,-82.7083322088,-83.6122977301,-83.6536098013,-83.655351985
4.375,-52.9498108586,-74.242231785,-82.7065215381,-83.6148621289,-83.6563600028,-83.658106014
4.38,-52.8308372407,-74.2159501228,-82.7046990176,-83.6174230131,-83.6591077131,-83.660857576
4.385,-52.7097420296,-74.1894930195,-82.7028646374,-83.6199803827,-83.661852934,-83.6636066733
4.39,-52.5864468837,-74.1628558881,-82.701018387,-83.6225342375,-83.6645956674,-83.6663533078
4.395,-52.4608695594,-74.1360339808,-82.6991602547,-83.6250845778,-83.6673359153,-83.6690974817
4.4,-52.3329236631,-74.1090223812,-82.6972902281,-83.6276314034,-83.6700736795,-83.6718391973
4.405,-52.2025183862,-74.0818159962,-82.6954082941,-83.6301747145,-83.6728089619,-83.6745784565
4.41,-52.069558218,-74.0544095479,-82.6935144383,-83.6327145111,-83.6755417646,-83.6773152615
4.415,-51.9339426369,-74.0267975644,-82.6916086456,-83.6352507932,-83.6782720892,-83.6800496144
4.42,-51.7955657775,-73.9989743703,-82.6896909,-83.637783561,-83.6809999379,-83.6827815174
4.425,-51.6543160701,-73.9709340765,-82.6877611843,-83.6403128146,-83.6837253124,-83.6855109725
4.43,-51.5100758516,-73.9426705695,-82.6858194804,-83.6428385539,-83.6864482146,-83.6882379819
4.435,-51.3627209448,-73.9141775003,-82.6838657694,-83.6453607793,-83.6891686464,-83.6909625477
4.44,-51.2121202014,-73.8854482716,-82.681900031,-83.6478794907,-83.6918866098,-83.6936846719
4.445,-51.0581350083,-73.8564760255,-82.6799222441,-83.6503946883,-83.6946021065,-83.6964043566
4.45,-50.9006187504,-73.8272536294,-82.6779323864,-83.6529063723,-83.6973151385,-83.6991216041
4.455,-50.7394162277,-73.7977736612,-82.6759304344,-83.6554145429,-83.7000257077,-83.7018364163
4.46,-50.5743630215,-73.7680283942,-82.6739163637,-83.6579192001,-83.7027338158,-83.7045487953
4.465,-50.4052848042,-73.7380097796,-82.6718901484,-83.6604203443,-83.7054394648,-83.7072587433
4.47,-50.2319965877,-73.7077094294,-82.6698517618,-83.6629179755,-83.7081426566,-83.7099662623
4.475,-50.0543019028,-73.6771185966,-82.6678011756,-83.665412094,-83.7108433929,-83.7126713545
4.48,-49.8719919037,-73.6462281552,-82.6657383604,-83.6679027001,-83.7135416757,-83.7153740218
4.485,-49.6848443891,-73.6150285783,-82.6636632855,-83.6703897939,-83.7162375068,-83.7180742664
4.49,-49.4926227307,-73.5835099142,-82.6615759189,-83.6728733756,-83.718930888,-83.7207720903
4.495,-49.295074699,-73.5516617615,-82.6594762273,-83.6753534456,-83.7216218212,-83.7234674956
4.5,-49.0919311757,-73.5194732422,-82.6573641759,-83.6778300041,-83.7243103083,-83.7261604845
4.505,-48.8829047396,-73.4869329719,-82.6552397284,-83.6803030513,-83.726996351,-83.7288510588
4.51,-48.6676881121,-73.4540290294,-82.6531028473,-83.6827725876,-83.7296799513,-83.7315392208
4.515,-48.4459524455,-73.420748922,-82.6509534933,-83.6852386132,-83.7323611109,-83.7342249725
4.52,-48.2173454375,-73.3870795498,-82.6487916257,-83.6877011284,-83.7350398317,-83.7369083159
4.525,-47.9814892503,-73.3530071659,-82.6466172022,-83.6901601335,-83.7377161155,-83.7395892531
4.53,-47.7379782124,-73.3185173344,-82.644430179,-83.6926156289,-83.7403899641,-83.7422677861
4.535,-47.4863762762,-73.283594884,-82.6422305103,-83.6950676148,-83.7430613794,-83.7449439171
4.54,-47.226214204,-73.2482238585,-82.6400181488,-83.6975160917,-83.7457303631,-83.7476176479
4.545,-46.9569864475,-73.2123874626,-82.6377930455,-83.6999610598,-83.7483969171,-83.7502889808
4.55,-46.6781476859,-73.1760680036,-82.6355551493,-83.7024025195,-83.7510610432,-83.7529579177
4.555,-46.3891089783,-73.1392468276,-82.6333044075,-83.7048404712,-83.7537227432,-83.7556244606
4.56,-46.0892334852,-73.10190425,-82.6310407653,-83.7072749152,-83.7563820189,-83.7582886117
4.565,-45.7778317052,-73.0640194802,-82.6287641659,-83.7097058519,-83.7590388721,-83.7609503729
4.57,-45.4541561655,-73.0255705394,-82.6264745504,-83.7121332817,-83.7616933046,-83.7636097462
4.575,-45.1173955011,-72.9865341701,-82.624171858,-83.714557205,-83.7643453183,-83.7662667338
4.58,-44.7666678443,-72.9468857378,-82.6218560255,-83.7169776222,-83.7669949148,-83.7689213376
4.585,-44.4010134418,-72.9065991236,-82.6195269875,-83.7193945337,-83.769642096,-83.7715735596
4.59,-44.0193864033,-72.8656466051,-82.6171846764,-83.72180794,-83.7722868636,-83.7742234019
4.595,-43.6206454784,-72.8239987269,-82.6148290218,-83.7242178413,-83.7749292195,-83.7768708664
4.6,-43.2035437455,-72.7816241577,-82.6124599514,-83.7266242383,-83.7775691655,-83.7795159553
4.605,-42.7667170881,-72.738489532,-82.6100773897,-83.7290271312,-83.7802067032,-83.7821586705
4.61,-42.3086713242,-72.6945592769,-82.6076812591,-83.7314265206,-83.7828418346,-83.7847990139
4.615,-41.8277678475,-72.6497954196,-82.6052714788,-83.7338224069,-83.7854745613,-83.7874369877
4.62,-41.3222076348,-72.6041573746,-82.6028479654,-83.7362147906,-83.7881048851,-83.7900725938
4.625,-40.7900134798,-72.5576017076,-82.6004106326,-83.7386036721,-83.7907328078,-83.7927058343
4.63,-40.2290103224,-72.5100818741,-82.5979593908,-83.7409890519,-83.7933583312,-83.795336711
4.635,-39.6368035737,-72.4615479274,-82.5954941474,-83.7433709305,-83.7959814569,-83.7979652261
4.64,-39.010755383,-72.4119461944,-82.5930148066,-83.7457493083,-83.7986021869,-83.8005913815
4.645,-38.3479588782,-72.3612189135,-82.5905212689,-83.7481241858,-83.8012205227,-83.8032151792
4.65,-37.6452105319,-72.30930383,-82.5880134315,-83.7504955636,-83.8038364663,-83.8058366211
4.655,-36.8989810004,-72.2561337432,-82.5854911878,-83.7528634421,-83.8064500192,-83.8084557093
4.66,-36.105385057,-72.2016359992,-82.5829544275,-83.7552278218,-83.8090611833,-83.8110724458
4.665,-35.2601516389,-72.1457319217,-82.5804030361,-83.7575887032,-83.8116699603,-83.8136868325
4.67,-34.3585955874,-72.0883361727,-82.5778368953,-83.7599460868,-83.814276352,-83.8162988714
4.675,-33.3955934258,-72.0293560331,-82.5752558821,-83.7622999732,-83.81688036,-83.8189085645
4.68,-32.3655665566,-71.9686905935,-82.5726598692,-83.7646503628,-83.8194819862,-83.8215159137
4.685,-31.2624766185,-71.9062298435,-82.5700487246,-83.7669972562,-83.8220812322,-83.8241209211
4.69,-30.0798394839,-71.8418536446,-82.5674223115,-83.7693406539,-83.8246780998,-83.8267235885
4.695,-28.8107664974,-71.7754305753,-82.5647804876,-83.7716805564,-83.8272725906,-83.829323918
4.7,-27.4480440291,-71.7068166304,-82.5621231058,-83.7740169642,-83.8298647065,-83.8319219114
4.705,-25.9842650165,-71.6358537599,-82.5594500129,-83.7763498779,-83.8324544492,-83.8345175708
4.71,-24.412028524,-71.5623682308,-82.5567610503,-83.778679298,-83.8350418203,-83.8371108982
4.715,-22.7242246971,-71.4861687964,-82.5540560528,-83.781005225,-83.8376268215,-83.8397018953
4.72,-20.9144217013,-71.4070446583,-82.551334849,-83.7833276595,-83.8402094547,-83.8422905643
4.725,-18.9773667243,-71.3247632136,-82.5485972609,-83.785646602,-83.8427897214,-83.8448769071
4.73,-16.9096030368,-71.2390675813,-82.5458431031,-83.787962053,-83.8453676234,-83.8474609255
4.735,-14.7101878153,-71.149673916,-82.5430721829,-83.790274013,-83.8479431624,-83.8500426216
4.74,-12.3814704099,-71.0562685286,-82.5402842996,-83.7925824827,-83.8505163401,-83.8526219973
4.745,-9.92985983023,-70.9585048527,-82.5374792444,-83.7948874625,-83.8530871583,-83.8551990545
4.75,-7.36647887183,-70.8560003202,-82.5346567996,-83.7971889529,-83.8556556184,-83.8577737951
4.755,-4.70757977194,-70.748333238,-82.5318167383,-83.7994869546,-83.8582217224,-83.8603462211
4.76,-1.9745940441,-70.6350397915,-82.5289588238,-83.801781468,-83.8607854719,-83.8629163344
4.765,0.806283272627,-70.5156113366,-82.5260828092,-83.8040724937,-83.8633468685,-83.8654841369
4.77,3.60501501741,-70.3894921742,-82.5231884365,-83.8063600322,-83.8659059139,-83.8680496306
4.775,6.38910599408,-70.2560780333,-82.520275436,-83.808644084,-83.8684626099,-83.8706128173
4.78,9.12531933461,-70.1147155024,-82.5173435257,-83.8109246497,-83.8710169581,-83.873173699
4.785,11.7815259164,-69.9647026518,-82.5143924106,-83.8132017297,-83.8735689601,-83.8757322776
4.79,14.3284563556,-69.8052910699,-82.5114217814,-83.8154753246,-83.8761186177,-83.878288555
4.795,16.7411404702,-69.6356894876,-82.5084313139,-83.817745435,-83.8786659326,-83.8808425331
4.8,18.9998781593,-69.4550690987,-82.5054206679,-83.8200120613,-83.8812109063,-83.8833942139
4.805,21.0906736441,-69.2625705844,-82.5023894862,-83.822275204,-83.8837535405,-83.8859435992
4.81,23.0051584157,-69.0573127411,-82.4993373929,-83.8245348636,-83.886293837,-83.8884906908
4.815,24.7401024799,-68.8384024878,-82.4962639927,-83.8267910406,-83.8888317974,-83.8910354908
4.82,26.2966529668,-68.6049459145,-82.4931688689,-83.8290437356,-83.8913674233,-83.8935780011
4.825,27.6794424681,-68.3560599425,-82.4900515819,-83.831292949,-83.8939007164,-83.8961182234
4.83,28.8956864754,-68.0908841123,-82.4869116677,-83.8335386812,-83.8964316783,-83.8986561597
4.835,29.9543539266,-67.8085920203,-82.4837486354,-83.8357809328,-83.8989603108,-83.9011918119
4.84,30.8654588746,-67.5084019845,-82.4805619656,-83.8380197042,-83.9014866154,-83.9037251819
4.845,31.6394916488,-67.1895866357,-82.4773511076,-83.8402549959,-83.9040105937,-83.9062562715
4.85,32.2869871205,-66.8514812763,-82.4741154771,-83.8424868083,-83.9065322476,-83.9087850826
4.855,32.8182153893,-66.4934909936,-82.4708544532,-83.8447151418,-83.9090515784,-83.9113116172
4.86,33.242974578,-66.1150966118,-82.4675673756,-83.8469399969,-83.911568588,-83.913835877
4.865,33.5704643378,-65.7158595932,-82.4642535405,-83.849161374,-83.914083278,-83.916357864
4.87,33.8092202584,-65.2954259281,-82.4609121981,-83.8513792735,-83.9165956499,-83.9188775799
4.875,33.9670922673,-64.8535289007,-82.4575425473,-83.8535936958,-83.9191057054,-83.9213950268
4.88,34.0512533691,-64.3899904271,-82.4541437325,-83.8558046413,-83.9216134462,-83.9239102064
4.885,34.0682281868,-63.9047204802,-82.4507148385,-83.8580121103,-83.9241188738,-83.9264231206
4.89,34.0239334733,-63.3977140233,-82.4472548853,-83.8602161032,-83.9266219899,-83.9289337713
4.895,33.9237249603,-62.8690448943,-82.4437628235,-83.8624166203,-83.9291227962,-83.9314421603
4.9,33.7724466356,-62.3188562465,-82.4402375279,-83.8646136619,-83.9316212941,-83.9339482895
4.905,33.5744798314,-61.7473474222,-82.4366777921,-83.8668072285,-83.9341174854,-83.9364521607
4.91,33.3337904517,-61.1547574645,-82.4330823219,-83.8689973202,-83.9366113717,-83.9389537757
4.915,33.0539733391,-60.5413457839,-82.4294497288,-83.8711839373,-83.9391029545,-83.9414531365
4.92,32.7382932498,-59.9073707392,-82.4257785234,-83.8733670801,-83.9415922355,-83.9439502448
4.925,32.3897222155,-59.2530670231,-82.4220671078,-83.8755467488,-83.9440792163,-83.9464451025
4.93,32.0109732812,-58.5786227652,-82.4183137688,-83.8777229437,-83.9465638985,-83.9489377115
4.935,31.6045307354,-57.8841571891,-82.4145166701,-83.8798956649,-83.9490462837,-83.9514280735
4.94,31.1726770234,-57.1696995417,-82.410673845,-83.8820649126,-83.9515263735,-83.9539161904
4.945,30.717516581,-56.4351698655,-82.4067831882,-83.884230687,-83.9540041694,-83.9564020641
4.95,30.2409968362,-55.6803620458,-82.4028424488,-83.8863929881,-83.9564796732,-83.9588856963
4.955,29.7449266328,-54.9049294219,-82.398849222,-83.8885518162,-83.9589528863,-83.9613670888
4.96,29.2309923206,-54.1083731097,-82.3948009421,-83.8907071712,-83.9614238104,-83.9638462436
4.965,28.7007717423,-53.2900330065,-82.3906948747,-83.8928590532,-83.9638924471,-83.9663231624
4.97,28.1557463333,-52.4490812527,-82.3865281096,-83.8950074622,-83.9663587979,-83.9687978471
4.975,27.59731153,-51.5845176869,-82.3822975539,-83.8971523983,-83.9688228644,-83.9712702994
4.98,27.0267856681,-50.6951666109,-82.3779999254,-83.8992938613,-83.9712846483,-83.9737405211
4.985,26.4454175343,-49.7796739947,-82.3736317464,-83.9014318512,-83.973744151,-83.9762085141
4.99,25.8543927222,-48.8365041968,-82.3691893377,-83.9035663678,-83.9762013742,-83.9786742802
4.995,25.2548389271,-47.8639353892,-82.3646688134,-83.9056974111,-83.9786563194,-83.9811378212
5,24.6478303071,-46.8600532492,-82.3600660757,-83.9078249808,-83.9811089883,-83.9835991388
5.005,23.8523796219,-45.8227431468,-82.3553768108,-83.9099490767,-83.9835593823,-83.986058235
5.01,23.127910944,-44.7496820207,-82.3505964847,-83.9120696985,-83.9860075031,-83.9885151114
5.015,22.414424469,-43.6383323285,-82.3457203396,-83.9141868459,-83.9884533522,-83.9909697699
5.02,21.7072443012,-42.4859417751,-82.3407433912,-83.9163005186,-83.9908969312,-83.9934222122
5.025,21.0053233643,-41.2895538425,-82.3356604258,-83.918410716,-83.9933382417,-83.9958724402
5.03,20.3083137182,-40.0460352606,-82.3304659982,-83.9205174378,-83.9957772851,-83.9983204557
5.035,19.6161393988,-38.7521272145,-82.3251544297,-83.9226206834,-83.9982140631,-84.0007662603
5.04,18.9288649327,-37.4045269429,-82.3197198063,-83.9247204523,-84.0006485773,-84.003209856
5.045,18.2466348841,-36.0000051403,-82.3141559773,-83.9268167437,-84.0030808291,-84.0056512444
5.05,17.5696399828,-34.5355619671,-82.3084565537,-83.928909557,-84.0055108201,-84.0080904274
5.055,16.8980958529,-33.0086204074,-82.3026149069,-83.9309988914,-84.0079385519,-84.0105274067
5.06,16.232228712,-31.4172503481,-82.2966241665,-83.9330847461,-84.010364026,-84.0129621841
5.065,15.5722653703,-29.7604105899,-82.2904772188,-83.93516712,-84.012787244,-84.0153947614
5.07,14.9184261045,-28.0381899469,-82.2841667041,-83.9372460123,-84.0152082074,-84.0178251403
5.075,14.2709195641,-26.2520238476,-82.2776850137,-83.9393214218,-84.0176269178,-84.0202533226
5.08,13.6299391707,-24.4048607191,-82.2710242863,-83.9413933472,-84.0200433766,-84.0226793101
5.085,12.9956606483,-22.5012539192,-82.2641764033,-83.9434617875,-84.0224575854,-84.0251031045
5.09,12.368240425,-20.54736046,-82.257132983,-83.945526741,-84.0248695459,-84.0275247076
5.095,11.7478147132,-18.5508367872,-82.2498853742,-83.9475882065,-84.0272792594,-84.0299441211
5.1,11.1344991234,-16.5206332103,-82.2424246478,-83.9496461821,-84.0296867275,-84.0323613467
5.105,10.5283886971,-14.4667005358,-82.2347415874,-83.9517006663,-84.0320919518,-84.0347763863
5.11,9.92955826557,-12.3996332189,-82.2268266778,-83.9537516572,-84.0344949337,-84.0371892416
5.115,9.33806306323,-10.3302812672,-82.2186700924,-83.9557991527,-84.0368956749,-84.0395999143
5.12,8.75393953253,-8.26936689428,-82.2102616788,-83.9578431507,-84.0392941767,-84.0420084062
5.125,8.17720627185,-6.22714077588,-82.2015909415,-83.959883649,-84.0416904409,-84.0444147189
5.13,7.60786508472,-4.21310674514,-82.1926470243,-83.961920645,-84.0440844687,-84.0468188543
5.135,7.04590209624,-2.23583386334,-82.1834186898,-83.9639541361,-84.0464762619,-84.0492208141
5.14,6.49128890841,-0.302862844795,-82.1738942973,-83.9659841196,-84.0488658218,-84.0516206
5.145,5.94398377132,1.57929802513,-82.1640617789,-83.9680105924,-84.0512531501,-84.0540182136
5.15,5.40393275099,3.40510213369,-82.1539086143,-83.9700335513,-84.0536382481,-84.0564136569
5.155,4.87107087843,5.16984017845,-82.1434218035,-83.9720529929,-84.0560211175,-84.0588069314
5.16,4.34532326772,6.86948651439,-82.1325878385,-83.9740689134,-84.0584017597,-84.061198039
5.165,3.8266061931,8.50054051811,-82.1213926737,-83.9760813091,-84.0607801762,-84.0635869812
5.17,3.3148281178,10.0598848615,-82.1098216952,-83.9780901756,-84.0631563686,-84.0659737599
5.175,2.80989066899,11.5446783699,-82.0978596888,-83.9800955087,-84.0655303383,-84.0683583768
5.18,2.3116895551,12.9522955067,-82.0854908074,-83.9820973035,-84.0679020868,-84.0707408335
5.185,1.82011542302,14.2803177583,-82.0726985376,-83.984095555,-84.0702716157,-84.0731211318
5.19,1.33505465428,15.5265747141,-82.059465665,-83.9860902579,-84.0726389264,-84.0754992734
5.195,0.856390099917,16.6892252308,-82.0457742388,-83.9880814065,-84.0750040204,-84.07787526
5.2,0.384001754982,17.7668628436,-82.0316055353,-83.9900689946,-84.0773668992,-84.0802490933
5.205,-0.0822326258224,18.7586257501,-82.0169400203,-83.9920530159,-84.0797275642,-84.082620775
5.21,-0.542436969272,19.6642911048,-82.0017573095,-83.9940334635,-84.0820860171,-84.0849903068
5.215,-0.996736378976,20.4843362403,-81.9860361274,-83.9960103302,-84.0844422592,-84.0873576903
5.22,-1.44525668208,21.2199551672,-81.969754264,-83.9979836082,-84.0867962921,-84.0897229274
5.225,-1.88812402426,21.8730261033,-81.9528885288,-83.9999532895,-84.0891481172,-84.0920860196
5.23,-2.32546450974,22.4460333013,-81.9354147018,-84.0019193652,-84.091497736,-84.0944469687
5.235,-2.75740388313,22.9419526987,-81.9173074808,-84.0038818264,-84.09384515,-84.0968057763
5.24,-3.18406724986,23.3641149133,-81.8985404251,-84.0058406631,-84.0961903607,-84.0991624442
5.245,-3.60557883191,23.7160604633,-81.8790858936,-84.0077958653,-84.0985333694,-84.1015169739
5.25,-4.02206175594,24.0014010093,-81.8589149795,-84.0097474219,-84.1008741778,-84.1038693673
5.255,-4.43363787078,24.2236975315,-81.8379974373,-84.0116953216,-84.1032127872,-84.1062196259
5.26,-4.84042759165,24.386362574,-81.8163016056,-84.0136395521,-84.1055491992,-84.1085677515
5.265,-5.2425497684,24.4925898544,-81.7937943225,-84.0155801006,-84.1078834152,-84.1109137457
5.27,-5.64012157556,24.5453113442,-81.7704408356,-84.0175169535,-84.1102154366,-84.1132576102
5.275,-6.03325842191,24.5471796913,-81.746204705,-84.0194500966,-84.112545265,-84.1155993467
5.28,-6.42207387756,24.5005726176,-81.7210477017,-84.0213795148,-84.1148729017,-84.1179389568
5.285,-6.80667961686,24.4076154407,-81.6949297011,-84.0233051921,-84.1171983483,-84.1202764421
5.29,-7.1871853752,24.2702178133,-81.6678085733,-84.0252271118,-84.1195216062,-84.1226118044
5.295,-7.56369891847,24.0901208258,-81.6396400734,-84.0271452562,-84.1218426768,-84.1249450453
5.3,-7.93632602364,23.8689506076,-81.6103777318,-84.0290596068,-84.1241615617,-84.1272761665
5.305,-8.30517046917,23.6082744556,-81.5799727492,-84.0309701439,-84.1264782621,-84.1296051696
5.31,-8.67033403421,23.309655443,-81.5483738988,-84.0328768469,-84.1287927797,-84.1319320562
5.315,-9.03191650549,22.9747015769,-81.5155274378,-84.0347796942,-84.1311051159,-84.1342568281
5.32,-9.39001569084,22.6051060373,-81.481377031,-84.0366786631,-84.133415272,-84.1365794868
5.325,-9.74472743868,22.2026758632,-81.4458636894,-84.0385737295,-84.1357232495,-84.138900034
5.33,-10.0961456625,21.769347593,-81.4089257251,-84.0404648684,-84.1380290499,-84.1412184714
5.335,-10.4443623694,21.3071896316,-81.3704987223,-84.0423520532,-84.1403326746,-84.1435348006
5.34,-10.7894676928,20.818392311,-81.3305155266,-84.0442352564,-84.1426341251,-84.1458490232
5.345,-11.1315499279,20.3052475577,-81.2889062496,-84.0461144488,-84.1449334027,-84.1481611408
5.35,-11.470695569,19.7701206761,-81.2455982902,-84.0479895999,-84.1472305089,-84.1504711552
5.355,-11.8069893503,19.2154169834,-81.2005163695,-84.0498606777,-84.1495254452,-84.1527790679
5.36,-12.1405142867,18.6435459391,-81.1535825792,-84.0517276486,-84.1518182129,-84.1550848805
5.365,-12.4713517169,18.0568850917,-81.1047164425,-84.0535904774,-84.1541088136,-84.1573885947
5.37,-12.7995813465,17.4577457326,-81.0538349869,-84.0554491273,-84.1563972485,-84.1596902122
5.375,-13.1252812926,16.8483416879,-81.0008528303,-84.0573035596,-84.1586835192,-84.1619897344
5.38,-13.4485281278,16.2307622741,-80.9456822814,-84.0591537338,-84.160967627,-84.1642871631
5.385,-13.7693969247,15.6069501109,-80.8882334572,-84.0609996077,-84.1632495734,-84.1665824999
5.39,-14.0879613004,14.9786842441,-80.8284144194,-84.0628411367,-84.1655293598,-84.1688757463
5.395,-14.4042934607,14.3475688333,-80.7661313328,-84.0646782745,-84.1678069875,-84.1711669041
5.4,-14.7184642438,13.7150274902,-80.701288648,-84.0665109724,-84.1700824581,-84.1734559748
5.405,-15.0305431634,13.0823031639,-80.6337893069,-84.0683391797,-84.1723557729,-84.1757429599
5.41,-15.3405984519,12.4504632464,-80.5635349717,-84.0701628429,-84.1746269333,-84.1780278612
5.415,-15.6486971021,11.8204093285,-80.4904262705,-84.0719819065,-84.1768959408,-84.1803106802
5.42,-15.9549049084,11.1928907903,-80.4143630548,-84.0737963122,-84.1791627967,-84.1825914186
5.425,-16.2592865082,10.5685212099,-80.3352446562,-84.0756059992,-84.1814275024,-84.1848700778
5.43,-16.5619054209,9.94779645764,-80.2529701313,-84.0774109036,-84.1836900594,-84.1871466596
5.435,-16.8628240872,9.33111333131,-80.1674384795,-84.079210959,-84.185950469,-84.1894211656
5.44,-17.162103907,8.71878768511,-80.0785488182,-84.0810060956,-84.1882087326,-84.1916935972
5.445,-17.4598052764,8.11107119145,-79.9862004994,-84.0827962406,-84.1904648516,-84.1939639561
5.45,-17.7559876239,7.50816611506,-79.8902931545,-84.084581318,-84.1927188274,-84.196232244
5.455,-18.0507094453,6.91023773592,-79.7907266549,-84.0863612483,-84.1949706613,-84.1984984623
5.46,-18.3440283374,6.31742429683,-79.6874009802,-84.0881359482,-84.1972203549,-84.2007626126
5.465,-18.6360010309,5.72984454948,-79.5802159894,-84.0899053308,-84.1994679094,-84.2030246967
5.47,-18.9266834222,5.14760311847,-79.4690710953,-84.0916693055,-84.2017133262,-84.2052847159
5.475,-19.2161306032,4.57079399354,-79.3538648455,-84.0934277772,-84.2039566067,-84.207542672
5.48,-19.5043968908,3.9995025034,-79.2344944172,-84.0951806468,-84.2061977523,-84.2097985664
5.485,-19.7915358545,3.43380612883,-79.1108550372,-84.0969278108,-84.2084367644,-84.2120524008
5.49,-20.0776003428,2.87377448967,-78.9828393389,-84.0986691609,-84.2106736442,-84.2143041767
5.495,-20.3626425084,2.31946879961,-78.8503366702,-84.1004045839,-84.2129083933,-84.2165538957
5.5,-20.6467138319,1.77094103281,-78.7132323671,-84.1021339619,-84.2151410128,-84.2188015593
5.505,-20.9298651436,1.22823299402,-78.5714070056,-84.1038571714,-84.2173715043,-84.2210471692
5.51,-21.212146645,0.691375432189,-78.424735647,-84.1055740837,-84.219599869,-84.2232907269
5.515,-21.4936079274,0.160387291594,-78.273087086,-84.107284564,-84.2218261084,-84.2255322339
5.52,-21.7742979901,-0.364724846763,-78.1163231143,-84.108988472,-84.2240502237,-84.2277716919
5.525,-22.0542652567,-0.883967113741,-77.954297807,-84.1106856609,-84.2262722162,-84.2300091022
5.53,-22.3335575895,-1.39735849743,-77.7868568401,-84.1123759777,-84.2284920875,-84.2322444666
5.535,-22.612222303,-1.90493081073,-77.6138368425,-84.1140592625,-84.2307098387,-84.2344777866
5.54,-22.8903061751,-2.40672851791,-77.4350647857,-84.1157353486,-84.2329254713,-84.2367090637
5.545,-23.1678554577,-2.9028084611,-77.2503574064,-84.1174040618,-84.2351389865,-84.2389382995
5.55,-23.4449158841,-3.39323952483,-77.0595206525,-84.1190652208,-84.2373503857,-84.2411654954
5.555,-23.7215326764,-3.87810226808,-76.8623491337,-84.1207186361,-84.2395596702,-84.2433906531
5.56,-23.9977505504,-4.35748854013,-76.6586255457,-84.1223641104,-84.2417668413,-84.2456137741
