time_ms,soma_mv,path100_mv,path200_mv,path300_mv,path400_mv,contact_mv
11.28,-79.4759755459,-84.4342201958,-85.0674774931,-85.0649646346,-85.0458921489,-85.0406218958
11.285,-79.4815248923,-84.4347711101,-85.0675319154,-85.0650518698,-85.0460785526,-85.0408692228
11.29,-79.4870703557,-84.4353220273,-85.0675862533,-85.0651387577,-85.0462635708,-85.0411146298
11.295,-79.4926119367,-84.4358729456,-85.067640507,-85.0652253012,-85.0464472216,-85.0413581421
11.3,-79.4981496359,-84.4364238633,-85.0676946769,-85.0653115033,-85.0466295233,-85.0415997847
11.305,-79.5036834541,-84.4369747789,-85.0677487635,-85.0653973668,-85.0468104935,-85.0418395821
11.31,-79.5092133919,-84.4375256906,-85.0678027672,-85.0654828945,-85.0469901498,-85.0420775588
11.315,-79.5147394501,-84.4380765968,-85.0678566883,-85.0655680894,-85.0471685093,-85.0423137385
11.32,-79.5202616293,-84.4386274958,-85.0679105272,-85.0656529541,-85.047345589,-85.0425481447
11.325,-79.5257799301,-84.4391783861,-85.0679642843,-85.0657374914,-85.0475214055,-85.0427808007
11.33,-79.5312943534,-84.439729266,-85.06801796,-85.065821704,-85.0476959754,-85.0430117292
11.335,-79.5368048998,-84.4402801339,-85.0680715546,-85.0659055947,-85.0478693149,-85.0432409527
11.34,-79.5423115701,-84.4408309882,-85.0681250686,-85.065989166,-85.0480414397,-85.0434684934
11.345,-79.547814365,-84.4413818272,-85.0681785022,-85.0660724206,-85.0482123658,-85.043694373
11.35,-79.5533132852,-84.4419326495,-85.0682318559,-85.0661553612,-85.0483821084,-85.0439186131
11.355,-79.5588083314,-84.4424834533,-85.0682851299,-85.0662379902,-85.0485506829,-85.0441412349
11.36,-79.5642995045,-84.4430342371,-85.0683383248,-85.0663203102,-85.0487181042,-85.0443622591
11.365,-79.5697868052,-84.4435849993,-85.0683914408,-85.0664023238,-85.0488843871,-85.0445817063
11.37,-79.5752702342,-84.4441357383,-85.0684444782,-85.0664840333,-85.0490495462,-85.0447995968
11.375,-79.5807497924,-84.4446864527,-85.0684974375,-85.0665654413,-85.0492135957,-85.0450159505
11.38,-79.5862254805,-84.4452371408,-85.068550319,-85.0666465502,-85.0493765499,-85.045230787
11.385,-79.5916972993,-84.445787801,-85.068603123,-85.0667273625,-85.0495384225,-85.0454441257
11.39,-79.5971652496,-84.4463384319,-85.0686558498,-85.0668078803,-85.0496992272,-85.0456559857
11.395,-79.6026293323,-84.4468890319,-85.0687084998,-85.0668881063,-85.0498589777,-85.0458663857
11.4,-79.608089548,-84.4474395994,-85.0687610734,-85.0669680425,-85.050017687,-85.0460753444
11.405,-79.6135458977,-84.447990133,-85.0688135709,-85.0670476914,-85.0501753684,-85.0462828798
11.41,-79.6189983822,-84.4485406311,-85.0688659925,-85.0671270552,-85.0503320347,-85.04648901
11.415,-79.6244470023,-84.4490910922,-85.0689183387,-85.0672061362,-85.0504876986,-85.0466937527
11.42,-79.6298917588,-84.4496415148,-85.0689706098,-85.0672849365,-85.0506423726,-85.0468971254
11.425,-79.6353326527,-84.4501918975,-85.069022806,-85.0673634585,-85.0507960691,-85.0470991453
11.43,-79.6407696847,-84.4507422386,-85.0690749277,-85.0674417041,-85.0509488001,-85.0472998293
11.435,-79.6462028557,-84.4512925368,-85.0691269752,-85.0675196757,-85.0511005777,-85.0474991941
11.44,-79.6516321667,-84.4518427905,-85.0691789489,-85.0675973754,-85.0512514136,-85.0476972562
11.445,-79.6570576184,-84.4523929983,-85.069230849,-85.0676748051,-85.0514013194,-85.0478940318
11.45,-79.6624792117,-84.4529431588,-85.0692826758,-85.0677519671,-85.0515503067,-85.0480895369
11.455,-79.6678969476,-84.4534932704,-85.0693344297,-85.0678288633,-85.0516983866,-85.0482837872
11.46,-79.6733108269,-84.4540433317,-85.069386111,-85.0679054958,-85.0518455702,-85.0484767984
11.465,-79.6787208506,-84.4545933412,-85.06943772,-85.0679818667,-85.0519918685,-85.0486685857
11.47,-79.6841270196,-84.4551432976,-85.0694892569,-85.0680579778,-85.0521372923,-85.0488591641
11.475,-79.6895293347,-84.4556931993,-85.0695407221,-85.0681338313,-85.0522818522,-85.0490485487
11.48,-79.694927797,-84.456243045,-85.0695921159,-85.0682094289,-85.0524255587,-85.0492367539
11.485,-79.7003224072,-84.4567928333,-85.0696434385,-85.0682847727,-85.052568422,-85.0494237943
11.49,-79.7057131665,-84.4573425627,-85.0696946902,-85.0683598646,-85.0527104525,-85.0496096841
11.495,-79.7111000757,-84.4578922318,-85.0697458714,-85.0684347063,-85.0528516599,-85.0497944374
11.5,-79.7164831357,-84.4584418392,-85.0697969824,-85.0685092999,-85.0529920544,-85.049978068
11.505,-79.7218623476,-84.4589913835,-85.0698480233,-85.0685836471,-85.0531316454,-85.0501605894
11.51,-79.7272377123,-84.4595408633,-85.0698989945,-85.0686577498,-85.0532704428,-85.0503420153
11.515,-79.7326092308,-84.4600902773,-85.0699498963,-85.0687316098,-85.0534084558,-85.0505223588
11.52,-79.737976904,-84.4606396241,-85.070000729,-85.0688052288,-85.0535456939,-85.0507016329
11.525,-79.743340733,-84.4611889023,-85.0700514927,-85.0688786087,-85.0536821662,-85.0508798506
11.53,-79.7487007188,-84.4617381105,-85.0701021879,-85.0689517511,-85.0538178817,-85.0510570246
11.535,-79.7540568622,-84.4622872474,-85.0701528148,-85.0690246578,-85.0539528494,-85.0512331673
11.54,-79.7594091644,-84.4628363116,-85.0702033735,-85.0690973305,-85.054087078,-85.0514082912
11.545,-79.7647576264,-84.4633853017,-85.0702538645,-85.0691697709,-85.0542205762,-85.0515824083
11.55,-79.7701022491,-84.4639342166,-85.070304288,-85.0692419807,-85.0543533525,-85.0517555308
11.555,-79.7754430336,-84.4644830547,-85.0703546442,-85.0693139615,-85.0544854154,-85.0519276703
11.56,-79.780779981,-84.4650318148,-85.0704049333,-85.0693857149,-85.0546167731,-85.0520988385
11.565,-79.7861130923,-84.4655804955,-85.0704551558,-85.0694572427,-85.0547474339,-85.0522690471
11.57,-79.7914423684,-84.4661290956,-85.0705053117,-85.0695285463,-85.0548774057,-85.0524383071
11.575,-79.7967678106,-84.4666776138,-85.0705554014,-85.0695996274,-85.0550066966,-85.05260663
11.58,-79.8020894198,-84.4672260486,-85.0706054251,-85.0696704876,-85.0551353142,-85.0527740266
11.585,-79.807407197,-84.4677743989,-85.0706553831,-85.0697411283,-85.0552632665,-85.0529405078
11.59,-79.8127211434,-84.4683226633,-85.0707052757,-85.0698115512,-85.0553905609,-85.0531060843
11.595,-79.8180312601,-84.4688708406,-85.0707551029,-85.0698817577,-85.055517205,-85.0532707667
11.6,-79.823337548,-84.4694189295,-85.0708048652,-85.0699517494,-85.0556432062,-85.0534345654
11.605,-79.8286400084,-84.4699669286,-85.0708545628,-85.0700215277,-85.0557685717,-85.0535974907
11.61,-79.8339386423,-84.4705148368,-85.0709041958,-85.0700910941,-85.0558933087,-85.0537595526
11.615,-79.8392334507,-84.4710626527,-85.0709537646,-85.0701604501,-85.0560174244,-85.0539207612
11.62,-79.8445244349,-84.4716103752,-85.0710032694,-85.0702295972,-85.0561409257,-85.0540811263
11.625,-79.8498115959,-84.4721580029,-85.0710527104,-85.0702985366,-85.0562638194,-85.0542406576
11.63,-79.8550949348,-84.4727055347,-85.0711020878,-85.07036727,-85.0563861125,-85.0543993646
11.635,-79.8603744528,-84.4732529692,-85.0711514019,-85.0704357985,-85.0565078115,-85.0545572569
11.64,-79.865650151,-84.4738003053,-85.0712006529,-85.0705041237,-85.0566289231,-85.0547143436
11.645,-79.8709220305,-84.4743475417,-85.071249841,-85.0705722469,-85.0567494538,-85.054870634
11.65,-79.8761900925,-84.4748946771,-85.0712989665,-85.0706401695,-85.0568694099,-85.0550261372
11.655,-79.8814543381,-84.4754417105,-85.0713480296,-85.0707078928,-85.0569887979,-85.0551808619
11.66,-79.8867147685,-84.4759886406,-85.0713970306,-85.070775418,-85.0571076239,-85.0553348171
11.665,-79.8919713849,-84.4765354661,-85.0714459695,-85.0708427467,-85.0572258941,-85.0554880114
11.67,-79.8972241883,-84.4770821859,-85.0714948467,-85.0709098799,-85.0573436146,-85.0556404534
11.675,-79.90247318,-84.4776287988,-85.0715436624,-85.0709768191,-85.0574607913,-85.0557921515
11.68,-79.9077183612,-84.4781753035,-85.0715924168,-85.0710435655,-85.0575774301,-85.055943114
11.685,-79.9129597331,-84.478721699,-85.0716411101,-85.0711101203,-85.0576935369,-85.0560933491
11.69,-79.9181972967,-84.479267984,-85.0716897426,-85.0711764848,-85.0578091174,-85.0562428649
11.695,-79.9234310534,-84.4798141574,-85.0717383144,-85.0712426603,-85.0579241772,-85.0563916694
11.7,-79.9286610044,-84.4803602179,-85.0717868257,-85.0713086479,-85.0580387219,-85.0565397705
11.705,-79.9338871507,-84.4809061645,-85.0718352768,-85.0713744489,-85.0581527569,-85.0566871759
11.71,-79.9391094937,-84.481451996,-85.0718836678,-85.0714400645,-85.0582662879,-85.0568338933
11.715,-79.9443280346,-84.4819977113,-85.0719319991,-85.0715054958,-85.0583793199,-85.0569799302
11.72,-79.9495427746,-84.4825433091,-85.0719802707,-85.071570744,-85.0584918584,-85.0571252941
11.725,-79.9547537149,-84.4830887884,-85.0720284829,-85.0716358103,-85.0586039086,-85.0572699923
11.73,-79.9599608568,-84.483634148,-85.0720766358,-85.0717006959,-85.0587154755,-85.0574140321
11.735,-79.9651642014,-84.4841793868,-85.0721247298,-85.0717654018,-85.0588265642,-85.0575574206
11.74,-79.9703637501,-84.4847245037,-85.072172765,-85.0718299292,-85.0589371797,-85.0577001648
11.745,-79.9755595041,-84.4852694975,-85.0722207415,-85.0718942792,-85.0590473269,-85.0578422717
11.75,-79.9807514646,-84.4858143673,-85.0722686596,-85.0719584529,-85.0591570107,-85.0579837482
11.755,-79.9859396329,-84.4863591117,-85.0723165195,-85.0720224515,-85.0592662359,-85.0581246009
11.76,-79.9911240104,-84.4869037298,-85.0723643214,-85.0720862759,-85.0593750071,-85.0582648367
11.765,-79.9963045981,-84.4874482205,-85.0724120654,-85.0721499273,-85.059483329,-85.058404462
11.77,-80.0014813976,-84.4879925827,-85.0724597517,-85.0722134067,-85.0595912063,-85.0585434833
11.775,-80.0066544099,-84.4885368152,-85.0725073806,-85.0722767151,-85.0596986434,-85.058681907
11.78,-80.0118236365,-84.489080917,-85.0725549523,-85.0723398537,-85.0598056448,-85.0588197395
11.785,-80.0169890785,-84.4896248871,-85.0726024668,-85.0724028235,-85.0599122148,-85.058956987
11.79,-80.0221507373,-84.4901687243,-85.0726499245,-85.0724656253,-85.060018358,-85.0590936556
11.795,-80.0273086143,-84.4907124277,-85.0726973254,-85.0725282604,-85.0601240784,-85.0592297513
11.8,-80.0324627106,-84.4912559961,-85.0727446698,-85.0725907296,-85.0602293804,-85.0593652801
11.805,-80.0376130277,-84.4917994285,-85.0727919579,-85.072653034,-85.0603342682,-85.059500248
11.81,-80.0427595668,-84.4923427238,-85.0728391897,-85.0727151745,-85.0604387458,-85.0596346607
11.815,-80.0479023294,-84.4928858811,-85.0728863656,-85.0727771521,-85.0605428172,-85.059768524
11.82,-80.0530413166,-84.4934288992,-85.0729334857,-85.0728389678,-85.0606464866,-85.0599018435
11.825,-80.0581765299,-84.4939717772,-85.0729805501,-85.0729006225,-85.0607497578,-85.0600346248
11.83,-80.0633079705,-84.494514514,-85.0730275591,-85.0729621172,-85.0608526347,-85.0601668733
11.835,-80.0684356399,-84.4950571086,-85.0730745128,-85.0730234527,-85.0609551212,-85.0602985947
11.84,-80.0735595394,-84.49559956,-85.0731214113,-85.0730846301,-85.0610572211,-85.0604297941
11.845,-80.0786796703,-84.4961418671,-85.0731682549,-85.0731456502,-85.0611589381,-85.0605604768
11.85,-80.083796034,-84.496684029,-85.0732150438,-85.073206514,-85.0612602758,-85.0606906481
11.855,-80.0889086319,-84.4972260447,-85.073261778,-85.0732672223,-85.061361238,-85.0608203132
11.86,-80.0940174653,-84.4977679131,-85.0733084578,-85.073327776,-85.0614618282,-85.060949477
11.865,-80.0991225356,-84.4983096334,-85.0733550833,-85.073388176,-85.0615620499,-85.0610781446
11.87,-80.1042238442,-84.4988512044,-85.0734016547,-85.0734484232,-85.0616619067,-85.0612063209
11.875,-80.1093213925,-84.4993926252,-85.0734481721,-85.0735085184,-85.061761402,-85.0613340108
11.88,-80.1144151818,-84.4999338949,-85.0734946358,-85.0735684626,-85.0618605391,-85.0614612191
11.885,-80.1195052136,-84.5004750124,-85.0735410459,-85.0736282565,-85.0619593215,-85.0615879505
11.89,-80.1245914893,-84.5010159769,-85.0735874025,-85.0736879009,-85.0620577525,-85.0617142097
11.895,-80.1296740102,-84.5015567872,-85.0736337058,-85.0737473968,-85.0621558353,-85.0618400013
11.9,-80.1347527778,-84.5020974426,-85.073679956,-85.073806745,-85.0622535731,-85.0619653299
11.905,-80.1398277935,-84.502637942,-85.0737261532,-85.0738659462,-85.0623509691,-85.0620901998
11.91,-80.1448990588,-84.5031782845,-85.0737722975,-85.0739250012,-85.0624480265,-85.0622146157
11.915,-80.1499665749,-84.5037184691,-85.0738183892,-85.0739839109,-85.0625447484,-85.0623385818
11.92,-80.1550303434,-84.504258495,-85.0738644284,-85.0740426761,-85.0626411377,-85.0624621024
11.925,-80.1600903658,-84.5047983611,-85.0739104152,-85.0741012976,-85.0627371975,-85.0625851818
11.93,-80.1651466433,-84.5053380666,-85.0739563498,-85.074159776,-85.0628329309,-85.0627078241
11.935,-80.1701991775,-84.5058776105,-85.0740022324,-85.0742181122,-85.0629283406,-85.0628300336
11.94,-80.1752479699,-84.5064169919,-85.0740480631,-85.0742763071,-85.0630234297,-85.0629518143
11.945,-80.1802930218,-84.5069562099,-85.0740938419,-85.0743343612,-85.0631182009,-85.0630731702
11.95,-80.1853343347,-84.5074952636,-85.0741395692,-85.0743922754,-85.0632126572,-85.0631941053
11.955,-80.1903719101,-84.5080341521,-85.0741852451,-85.0744500504,-85.0633068011,-85.0633146235
11.96,-80.1954057495,-84.5085728745,-85.0742308696,-85.0745076869,-85.0634006356,-85.0634347287
11.965,-80.2004358543,-84.5091114299,-85.0742764429,-85.0745651858,-85.0634941634,-85.0635544247
11.97,-80.205462226,-84.5096498174,-85.0743219652,-85.0746225476,-85.063587387,-85.0636737153
11.975,-80.2104848661,-84.5101880361,-85.0743674367,-85.0746797731,-85.0636803091,-85.0637926041
11.98,-80.215503776,-84.5107260852,-85.0744128574,-85.0747368631,-85.0637729324,-85.0639110949
11.985,-80.2205189573,-84.5112639637,-85.0744582275,-85.0747938182,-85.0638652594,-85.0640291912
11.99,-80.2255304114,-84.5118016708,-85.0745035471,-85.0748506391,-85.0639572926,-85.0641468966
11.995,-80.2305381398,-84.5123392057,-85.0745488165,-85.0749073266,-85.0640490345,-85.0642642147
12,-80.235542144,-84.5128765674,-85.0745940356,-85.0749638813,-85.0641404877,-85.0643811489
12.005,-80.2405424256,-84.5134137551,-85.0746392047,-85.0750203038,-85.0642316545,-85.0644977027
12.01,-80.2455389861,-84.513950768,-85.0746843239,-85.0750765949,-85.0643225373,-85.0646138793
12.015,-80.2505318269,-84.5144876052,-85.0747293934,-85.0751327552,-85.0644131386,-85.0647296823
12.02,-80.2555209495,-84.5150242659,-85.0747744132,-85.0751887854,-85.0645034606,-85.0648451147
12.025,-80.2605063556,-84.5155607492,-85.0748193835,-85.0752446861,-85.0645935057,-85.06496018
12.03,-80.2654880465,-84.5160970543,-85.0748643044,-85.075300458,-85.0646832761,-85.0650748813
12.035,-80.2704660239,-84.5166331804,-85.0749091762,-85.0753561018,-85.0647727741,-85.0651892217
12.04,-80.2754402893,-84.5171691266,-85.0749539988,-85.075411618,-85.064862002,-85.0653032044
12.045,-80.2804108443,-84.5177048921,-85.0749987724,-85.0754670073,-85.0649509619,-85.0654168325
12.05,-80.2853776902,-84.5182404761,-85.0750434973,-85.0755222703,-85.065039656,-85.065530109
12.055,-80.2903408288,-84.5187758778,-85.0750881734,-85.0755774077,-85.0651280864,-85.0656430369
12.06,-80.2953002615,-84.5193110964,-85.0751328009,-85.0756324201,-85.0652162553,-85.0657556191
12.065,-80.30025599,-84.5198461311,-85.07517738,-85.075687308,-85.0653041647,-85.0658678586
12.07,-80.3052080157,-84.520380981,-85.0752219107,-85.0757420721,-85.0653918166,-85.0659797583
12.075,-80.3101563402,-84.5209156454,-85.0752663933,-85.0757967129,-85.0654792132,-85.066091321
12.08,-80.3151009652,-84.5214501235,-85.0753108277,-85.0758512312,-85.0655663564,-85.0662025495
12.085,-80.320041892,-84.5219844146,-85.0753552143,-85.0759056274,-85.0656532481,-85.0663134465
12.09,-80.3249791225,-84.5225185177,-85.075399553,-85.0759599021,-85.0657398904,-85.0664240149
12.095,-80.329912658,-84.5230524322,-85.0754438439,-85.076014056,-85.0658262852,-85.0665342573
12.1,-80.3348425003,-84.5235861572,-85.0754880874,-85.0760680895,-85.0659124343,-85.0666441763
12.105,-80.3397686508,-84.524119692,-85.0755322833,-85.0761220033,-85.0659983397,-85.0667537746
12.11,-80.3446911112,-84.5246530359,-85.0755764319,-85.076175798,-85.0660840032,-85.0668630548
12.115,-80.349609883,-84.5251861881,-85.0756205333,-85.076229474,-85.0661694266,-85.0669720195
12.12,-80.3545249679,-84.5257191477,-85.0756645876,-85.076283032,-85.0662546118,-85.0670806711
12.125,-80.3594363675,-84.5262519142,-85.0757085949,-85.0763364725,-85.0663395604,-85.0671890122
12.13,-80.3643440833,-84.5267844866,-85.0757525554,-85.0763897961,-85.0664242744,-85.0672970451
12.135,-80.369248117,-84.5273168643,-85.0757964691,-85.0764430032,-85.0665087554,-85.0674047724
12.14,-80.3741484702,-84.5278490466,-85.0758403362,-85.0764960944,-85.0665930052,-85.0675121965
12.145,-80.3790451446,-84.5283810326,-85.0758841567,-85.0765490703,-85.0666770253,-85.0676193196
12.15,-80.3839381416,-84.5289128217,-85.0759279309,-85.0766019313,-85.0667608176,-85.0677261441
12.155,-80.3888274629,-84.5294444131,-85.0759716587,-85.0766546781,-85.0668443837,-85.0678326724
12.16,-80.3937131103,-84.5299758062,-85.0760153404,-85.0767073111,-85.0669277252,-85.0679389067
12.165,-80.3985950852,-84.5305070001,-85.0760589761,-85.0767598308,-85.0670108436,-85.0680448492
12.17,-80.4034733894,-84.5310379942,-85.0761025657,-85.0768122378,-85.0670937407,-85.0681505021
12.175,-80.4083480245,-84.5315687877,-85.0761461096,-85.0768645325,-85.067176418,-85.0682558677
12.18,-80.413218992,-84.53209938,-85.0761896077,-85.0769167155,-85.067258877,-85.0683609481
12.185,-80.4180862938,-84.5326297704,-85.0762330602,-85.0769687872,-85.0673411192,-85.0684657454
12.19,-80.4229499313,-84.5331599581,-85.0762764672,-85.0770207482,-85.0674231462,-85.0685702617
12.195,-80.4278099063,-84.5336899424,-85.0763198288,-85.0770725989,-85.0675049595,-85.0686744991
12.2,-80.4326662205,-84.5342197227,-85.0763631451,-85.0771243398,-85.0675865606,-85.0687784597
12.205,-80.4375188754,-84.5347492983,-85.0764064163,-85.0771759714,-85.0676679508,-85.0688821454
12.21,-80.4423678727,-84.5352786685,-85.0764496423,-85.0772274943,-85.0677491317,-85.0689855582
12.215,-80.4472132141,-84.5358078326,-85.0764928234,-85.0772789087,-85.0678301046,-85.0690887002
12.22,-80.4520549013,-84.5363367899,-85.0765359596,-85.0773302154,-85.067910871,-85.0691915732
12.225,-80.456892936,-84.5368655397,-85.0765790511,-85.0773814146,-85.0679914323,-85.0692941792
12.23,-80.4617273197,-84.5373940814,-85.0766220979,-85.0774325068,-85.0680717897,-85.0693965201
12.235,-80.4665580543,-84.5379224144,-85.0766651001,-85.0774834926,-85.0681519448,-85.0694985977
12.24,-80.4713851414,-84.5384505379,-85.0767080579,-85.0775343723,-85.0682318988,-85.0696004139
12.245,-80.4762085826,-84.5389784513,-85.0767509714,-85.0775851465,-85.068311653,-85.0697019705
12.25,-80.4810283796,-84.539506154,-85.0767938406,-85.0776358156,-85.0683912087,-85.0698032694
12.255,-80.4858445342,-84.5400336453,-85.0768366657,-85.0776863799,-85.0684705673,-85.0699043121
12.26,-80.4906570481,-84.5405609245,-85.0768794467,-85.0777368401,-85.0685497299,-85.0700051006
12.265,-80.4954659229,-84.541087991,-85.0769221838,-85.0777871964,-85.0686286979,-85.0701056366
12.27,-80.5002711604,-84.5416148442,-85.0769648771,-85.0778374494,-85.0687074725,-85.0702059217
12.275,-80.5050727622,-84.5421414834,-85.0770075266,-85.0778875994,-85.0687860549,-85.0703059577
12.28,-80.5098707301,-84.5426679081,-85.0770501325,-85.0779376469,-85.0688644464,-85.0704057462
12.285,-80.5146650658,-84.5431941175,-85.0770926948,-85.0779875924,-85.068942648,-85.0705052889
12.29,-80.519455771,-84.543720111,-85.0771352137,-85.0780374361,-85.0690206611,-85.0706045873
12.295,-80.5242428473,-84.5442458881,-85.0771776892,-85.0780871787,-85.0690984868,-85.0707036431
12.3,-80.5290262967,-84.5447714482,-85.0772201215,-85.0781368204,-85.0691761261,-85.0708024579
12.305,-80.5338061206,-84.5452967905,-85.0772625106,-85.0781863617,-85.0692535804,-85.0709010332
12.31,-80.5385823209,-84.5458219145,-85.0773048566,-85.078235803,-85.0693308506,-85.0709993706
12.315,-80.5433548994,-84.5463468196,-85.0773471597,-85.0782851447,-85.069407938,-85.0710974715
12.32,-80.5481238577,-84.5468715051,-85.0773894199,-85.0783343872,-85.0694848435,-85.0711953375
12.325,-80.5528891975,-84.5473959706,-85.0774316373,-85.0783835309,-85.0695615684,-85.0712929702
12.33,-80.5576509207,-84.5479202154,-85.0774738121,-85.0784325762,-85.0696381136,-85.0713903708
12.335,-80.562409029,-84.5484442388,-85.0775159442,-85.0784815235,-85.0697144802,-85.0714875409
12.34,-80.5671635241,-84.5489680404,-85.0775580338,-85.0785303732,-85.0697906693,-85.071584482
12.345,-80.5719144078,-84.5494916195,-85.077600081,-85.0785791257,-85.0698666819,-85.0716811954
12.35,-80.5766616818,-84.5500149755,-85.0776420859,-85.0786277813,-85.0699425191,-85.0717776825
12.355,-80.5814053478,-84.5505381079,-85.0776840486,-85.0786763405,-85.0700181817,-85.0718739447
12.36,-80.5861454077,-84.5510610161,-85.0777259691,-85.0787248035,-85.070093671,-85.0719699833
12.365,-80.5908818631,-84.5515836995,-85.0777678476,-85.0787731709,-85.0701689877,-85.0720657997
12.37,-80.595614716,-84.5521061576,-85.0778096841,-85.078821443,-85.070244133,-85.0721613953
12.375,-80.6003439679,-84.5526283898,-85.0778514788,-85.07886962,-85.0703191077,-85.0722567713
12.38,-80.6050696208,-84.5531503955,-85.0778932317,-85.0789177025,-85.0703939128,-85.072351929
12.385,-80.6097916762,-84.5536721742,-85.0779349428,-85.0789656908,-85.0704685493,-85.0724468697
12.39,-80.6145101362,-84.5541937253,-85.0779766124,-85.0790135852,-85.0705430181,-85.0725415947
12.395,-80.6192250023,-84.5547150482,-85.0780182404,-85.0790613862,-85.0706173202,-85.0726361052
12.4,-80.6239362765,-84.5552361425,-85.078059827,-85.0791090939,-85.0706914563,-85.0727304024
12.405,-80.6286439604,-84.5557570076,-85.0781013723,-85.0791567089,-85.0707654275,-85.0728244875
12.41,-80.6333480559,-84.5562776429,-85.0781428763,-85.0792042315,-85.0708392345,-85.0729183618
12.415,-80.6380485648,-84.5567980479,-85.0781843391,-85.079251662,-85.0709128784,-85.0730120265
12.42,-80.6427454888,-84.5573182221,-85.0782257608,-85.0792990007,-85.07098636,-85.0731054826
12.425,-80.6474388298,-84.557838165,-85.0782671415,-85.079346248,-85.07105968,-85.0731987314
12.43,-80.6521285895,-84.5583578759,-85.0783084813,-85.0793934044,-85.0711328394,-85.0732917741
12.435,-80.6568147697,-84.5588773544,-85.0783497802,-85.07944047,-85.071205839,-85.0733846116
12.44,-80.6614973723,-84.5593966001,-85.0783910384,-85.0794874452,-85.0712786797,-85.0734772452
12.445,-80.6661763991,-84.5599156122,-85.0784322559,-85.0795343304,-85.0713513622,-85.073569676
12.45,-80.6708518518,-84.5604343904,-85.0784734328,-85.0795811259,-85.0714238874,-85.073661905
12.455,-80.6755237323,-84.5609529342,-85.0785145691,-85.0796278321,-85.071496256,-85.0737539333
12.46,-80.6801920423,-84.5614712429,-85.0785556651,-85.0796744492,-85.0715684689,-85.0738457619
12.465,-80.6848567838,-84.5619893162,-85.0785967207,-85.0797209776,-85.0716405269,-85.0739373921
12.47,-80.6895179585,-84.5625071535,-85.078637736,-85.0797674176,-85.0717124306,-85.0740288246
12.475,-80.6941755682,-84.5630247543,-85.0786787112,-85.0798137696,-85.071784181,-85.0741200607
12.48,-80.6988296148,-84.5635421181,-85.0787196462,-85.0798600338,-85.0718557787,-85.0742111012
12.485,-80.7034801001,-84.5640592445,-85.0787605412,-85.0799062106,-85.0719272245,-85.0743019473
12.49,-80.7081270259,-84.5645761329,-85.0788013962,-85.0799523003,-85.0719985191,-85.0743925998
12.495,-80.712770394,-84.5650927829,-85.0788422114,-85.0799983032,-85.0720696633,-85.0744830598
12.5,-80.7174102063,-84.5656091939,-85.0788829867,-85.0800442196,-85.0721406578,-85.0745733282
12.505,-80.7220464647,-84.5661253655,-85.0789237224,-85.0800900498,-85.0722115033,-85.074663406
12.51,-80.7266791709,-84.5666412973,-85.0789644184,-85.0801357942,-85.0722822005,-85.0747532942
12.515,-80.7313083268,-84.5671569887,-85.0790050748,-85.080181453,-85.0723527502,-85.0748429936
12.52,-80.7359339343,-84.5676724393,-85.0790456917,-85.0802270266,-85.0724231529,-85.0749325051
12.525,-80.7405559952,-84.5681876486,-85.0790862693,-85.0802725152,-85.0724934095,-85.0750218298
12.53,-80.7451745113,-84.5687026162,-85.0791268074,-85.0803179192,-85.0725635205,-85.0751109684
12.535,-80.7497894845,-84.5692173416,-85.0791673064,-85.0803632388,-85.0726334867,-85.0751999219
12.54,-80.7544009166,-84.5697318242,-85.0792077661,-85.0804084743,-85.0727033087,-85.0752886912
12.545,-80.7590088095,-84.5702460638,-85.0792481867,-85.0804536261,-85.0727729872,-85.0753772771
12.55,-80.7636131651,-84.5707600598,-85.0792885683,-85.0804986944,-85.0728425228,-85.0754656804
12.555,-80.7682139852,-84.5712738117,-85.0793289109,-85.0805436796,-85.0729119162,-85.0755539021
12.56,-80.7728112717,-84.5717873192,-85.0793692147,-85.0805885818,-85.0729811679,-85.075641943
12.565,-80.7774050264,-84.5723005818,-85.0794094796,-85.0806334014,-85.0730502787,-85.0757298038
12.57,-80.7819952512,-84.572813599,-85.0794497058,-85.0806781387,-85.0731192492,-85.0758174855
12.575,-80.786581948,-84.5733263705,-85.0794898933,-85.080722794,-85.0731880799,-85.0759049888
12.58,-80.7911651187,-84.5738388957,-85.0795300422,-85.0807673675,-85.0732567716,-85.0759923145
12.585,-80.7957447651,-84.5743511742,-85.0795701525,-85.0808118595,-85.0733253246,-85.0760794634
12.59,-80.8003208892,-84.5748632057,-85.0796102245,-85.0808562703,-85.0733937398,-85.0761664363
12.595,-80.8048934927,-84.5753749897,-85.079650258,-85.0809006002,-85.0734620177,-85.076253234
12.6,-80.8094625775,-84.5758865257,-85.0796902532,-85.0809448494,-85.0735301588,-85.0763398572
12.605,-80.8140281456,-84.5763978134,-85.0797302102,-85.0809890183,-85.0735981638,-85.0764263068
12.61,-80.8185901989,-84.5769088524,-85.079770129,-85.081033107,-85.0736660331,-85.0765125833
12.615,-80.8231487391,-84.5774196421,-85.0798100097,-85.0810771159,-85.0737337675,-85.0765986877
12.62,-80.8277037683,-84.5779301823,-85.0798498523,-85.0811210452,-85.0738013674,-85.0766846206
12.625,-80.8322552882,-84.5784404724,-85.079889657,-85.0811648952,-85.0738688334,-85.0767703827
12.63,-80.8368033009,-84.5789505122,-85.0799294239,-85.0812086662,-85.073936166,-85.0768559748
